0;0;0;0;land;false;unknown;0
1;238;229;228;land;false;forest;1
2;211;127;248;land;false;desert;1
3;157;191;194;land;false;urban;1
4;250;70;207;land;false;urban;1
5;193;208;233;land;false;plains;1
6;114;241;184;land;false;marsh;1
7;236;191;184;land;false;urban;1
8;213;110;185;land;false;urban;1
9;144;229;216;land;false;forest;1
10;145;199;191;land;false;urban;1
11;234;49;236;land;false;desert;1
12;196;144;210;land;false;urban;1
13;213;170;235;land;false;marsh;1
14;239;211;178;land;false;urban;1
15;164;140;206;land;false;urban;1
16;245;203;59;land;false;plains;1
17;220;241;204;land;false;urban;1
18;130;179;241;land;false;desert;1
19;204;128;248;land;false;forest;1
20;237;233;159;land;false;marsh;1
21;230;244;57;land;false;mountain;1
22;187;171;155;land;false;urban;1
23;133;218;179;land;false;urban;1
24;220;210;167;land;false;forest;1
25;195;188;218;land;false;marsh;1
26;248;176;198;land;false;urban;1
27;190;150;253;land;false;urban;1
28;152;190;235;land;false;mountain;1
29;227;122;178;land;false;urban;1
30;159;192;232;land;false;plains;1
31;183;139;246;land;false;plains;1
32;160;247;241;land;false;urban;1
33;123;252;246;land;false;mountain;1
34;156;215;150;land;false;urban;1
35;101;238;184;land;false;forest;1
36;251;169;94;land;false;plains;1
37;172;226;147;land;false;marsh;1
38;139;219;196;land;false;forest;1
39;240;73;233;land;false;plains;1
40;225;185;161;land;false;plains;1
41;111;171;232;land;false;forest;1
42;245;160;200;land;false;hills;1
43;205;118;214;land;false;mountain;1
44;178;154;176;land;false;urban;1
45;151;159;212;land;false;plains;1
46;180;215;130;land;false;mountain;1
47;130;211;185;land;false;plains;1
48;198;126;222;land;false;urban;1
49;101;237;177;land;false;urban;1
50;243;181;127;land;false;urban;1
51;230;203;112;land;false;urban;1
52;254;234;121;land;false;plains;1
53;188;72;242;land;false;urban;1
54;228;181;146;land;false;urban;1
55;81;253;252;land;false;urban;1
56;95;254;203;land;false;plains;1
57;110;235;185;land;false;plains;1
58;171;169;250;land;false;forest;1
59;216;190;249;land;false;urban;1
60;192;195;157;land;false;urban;1
61;252;153;245;land;false;mountain;1
62;114;230;252;land;false;hills;1
63;123;251;144;land;false;urban;1
64;176;219;143;land;false;plains;1
65;183;219;153;land;false;plains;1
66;144;209;178;land;false;plains;1
67;250;205;147;land;false;mountain;1
68;191;227;225;land;false;urban;1
69;215;162;241;land;false;forest;1
70;216;195;245;land;false;plains;1
71;241;151;186;land;false;forest;1
72;95;223;209;land;false;urban;1
73;246;159;238;land;false;plains;1
74;165;152;195;land;false;urban;1
75;135;211;237;land;false;mountain;1
76;248;135;172;land;false;urban;1
77;252;133;202;land;false;urban;1
78;163;211;177;land;false;urban;1
79;187;106;238;land;false;plains;1
80;232;236;126;land;false;desert;1
81;190;114;226;land;false;urban;1
82;131;173;226;land;false;plains;1
83;241;74;238;land;false;plains;1
84;206;173;128;land;false;hills;1
85;221;201;129;land;false;urban;1
86;241;211;173;land;false;mountain;1
87;215;241;185;land;false;plains;1
88;150;165;186;land;false;urban;1
89;149;165;189;land;false;urban;1
90;24;239;252;land;false;desert;1
91;229;91;221;land;false;plains;1
92;112;254;216;land;false;urban;1
93;68;231;228;land;false;forest;1
94;213;198;189;land;false;plains;1
95;232;211;64;land;false;marsh;1
96;240;241;33;land;false;plains;1
97;223;84;250;land;false;plains;1
98;185;86;236;land;false;plains;1
99;229;147;188;land;false;urban;1
100;69;182;250;land;false;mountain;1
101;81;223;240;land;false;plains;1
102;223;252;186;land;false;urban;1
103;176;104;246;land;false;urban;1
104;241;139;198;land;false;forest;1
105;225;194;253;land;false;plains;1
106;209;163;170;land;false;mountain;1
107;138;216;199;land;false;urban;1
108;231;242;110;land;false;forest;1
109;246;47;219;land;false;forest;1
110;98;253;216;land;false;urban;1
111;191;166;181;land;false;urban;1
112;136;164;215;land;false;plains;1
113;204;191;154;land;false;urban;1
114;236;81;244;land;false;mountain;1
115;184;238;92;land;false;forest;1
116;179;217;116;land;false;urban;1
117;177;200;221;land;false;mountain;1
118;92;211;239;land;false;plains;1
119;211;213;204;land;false;urban;1
120;49;241;222;land;false;urban;1
121;154;166;231;land;false;urban;1
122;198;252;226;land;false;forest;1
123;186;220;214;land;true;urban;1
124;156;252;202;land;false;urban;1
125;109;157;245;land;false;forest;1
126;196;153;158;land;false;forest;1
127;248;23;238;land;false;forest;1
128;235;247;71;land;false;urban;1
129;118;240;169;land;false;plains;1
130;231;241;120;land;false;urban;1
131;176;249;181;land;false;urban;1
132;198;235;234;land;false;plains;1
133;227;193;89;land;false;plains;1
134;156;211;175;land;true;urban;1
135;140;208;250;land;false;plains;1
136;248;21;246;land;false;urban;1
137;243;66;194;land;false;plains;1
138;133;160;214;land;false;plains;1
139;230;32;243;land;false;urban;1
140;163;175;207;land;false;urban;1
141;103;189;216;land;false;marsh;1
142;74;210;246;land;false;plains;1
143;142;191;246;land;false;hills;1
144;162;252;234;land;false;forest;1
145;205;170;136;land;false;urban;1
146;207;143;188;land;false;urban;1
147;241;176;207;land;false;urban;1
148;237;204;159;land;false;mountain;1
149;182;227;185;land;false;forest;1
150;145;188;243;land;false;plains;1
151;167;89;252;land;false;plains;1
152;249;170;175;land;false;urban;1
153;148;233;172;land;false;mountain;1
154;220;235;181;land;false;forest;1
155;236;68;204;land;false;plains;1
156;230;173;166;land;false;urban;1
157;64;214;241;land;false;forest;1
158;111;173;250;land;false;urban;1
159;230;206;138;land;true;urban;1
160;210;249;173;land;false;hills;1
161;71;240;247;land;false;desert;1
162;247;131;201;land;false;urban;1
163;133;189;211;land;false;hills;1
164;131;187;203;land;false;plains;1
165;249;76;250;land;false;plains;1
166;211;113;237;land;false;urban;1
167;244;194;171;land;false;hills;1
168;253;201;192;land;false;plains;1
169;206;229;250;land;true;urban;1
170;129;145;251;land;false;urban;1
171;210;125;203;land;false;urban;1
172;151;175;180;land;false;urban;1
173;177;240;249;land;false;hills;1
174;242;185;116;land;false;urban;1
175;222;209;173;land;false;urban;1
176;202;186;177;land;false;urban;1
177;249;77;232;land;false;urban;1
178;108;243;226;land;true;urban;1
179;248;237;22;land;false;plains;1
180;166;191;230;land;false;urban;1
181;200;230;159;land;false;urban;1
182;242;179;157;land;false;urban;1
183;215;90;206;land;false;urban;1
184;231;189;241;land;false;urban;1
185;225;142;212;land;false;urban;1
186;222;80;241;land;false;urban;1
187;96;254;227;land;false;urban;1
188;195;143;171;land;false;urban;1
189;165;196;196;land;false;urban;1
190;133;184;208;land;false;plains;1
191;172;235;254;land;false;urban;1
192;118;182;238;land;false;urban;1
193;149;139;229;land;false;plains;1
194;221;98;209;land;false;urban;1
195;213;234;218;land;false;plains;1
196;231;181;117;land;true;urban;1
197;189;233;97;land;false;urban;1
198;169;254;209;land;false;plains;1
199;133;209;200;land;false;forest;1
200;238;187;162;land;false;forest;1
201;248;243;119;land;false;hills;1
202;201;212;236;land;false;urban;1
203;155;220;200;land;false;urban;1
204;210;103;236;land;false;urban;1
205;222;162;146;land;false;forest;1
206;142;195;234;land;false;plains;1
207;217;78;230;land;false;plains;1
208;202;136;163;land;false;urban;1
209;160;98;247;land;false;plains;1
210;161;196;195;land;false;forest;1
211;200;207;210;land;false;mountain;1
212;249;156;145;land;false;urban;1
213;222;94;191;land;false;mountain;1
214;215;214;216;land;false;urban;1
215;123;225;181;land;false;plains;1
216;192;217;181;land;false;desert;1
217;152;233;225;land;false;urban;1
218;109;174;220;land;false;plains;1
219;180;254;174;land;false;urban;1
220;172;247;144;land;false;urban;1
221;207;246;153;land;false;urban;1
222;94;185;249;land;false;plains;1
223;217;222;182;land;false;mountain;1
224;201;137;231;land;false;urban;1
225;217;109;176;land;false;hills;1
226;115;244;166;land;false;mountain;1
227;165;241;147;land;false;urban;1
228;241;186;78;land;false;urban;1
229;140;249;239;land;false;urban;1
230;139;253;188;land;false;urban;1
231;161;167;220;land;false;urban;1
232;217;242;246;land;false;plains;1
233;156;244;199;land;false;mountain;1
234;160;211;196;land;false;urban;1
235;246;204;105;land;false;plains;1
236;220;47;248;land;true;plains;1
237;192;162;254;land;false;urban;1
238;249;159;132;land;false;plains;1
239;243;226;132;land;false;plains;1
240;171;226;135;land;false;urban;1
241;187;194;244;land;false;desert;1
242;251;176;168;land;false;plains;1
243;233;239;153;land;false;urban;1
244;151;226;243;land;false;urban;1
245;230;250;70;land;false;plains;1
246;235;96;221;land;false;urban;1
247;190;191;218;land;false;mountain;1
248;184;211;139;land;false;plains;1
249;195;212;150;land;false;mountain;1
250;240;182;127;land;false;forest;1
251;244;252;75;land;false;urban;1
252;136;196;228;land;false;urban;1
253;194;145;166;land;false;plains;1
254;120;239;225;land;false;urban;1
255;189;230;194;land;false;plains;1
256;102;160;241;land;false;mountain;1
257;229;195;89;land;false;urban;1
258;151;185;195;land;false;urban;1
259;177;189;141;land;false;urban;1
260;186;227;96;land;false;urban;1
261;172;187;200;land;false;urban;1
262;214;193;163;land;false;desert;1
263;63;241;245;land;false;mountain;1
264;227;64;218;land;false;mountain;1
265;100;240;206;land;false;urban;1
266;171;247;134;land;false;plains;1
267;217;218;153;land;false;urban;1
268;129;215;196;land;false;plains;1
269;175;228;149;land;false;plains;1
270;237;250;119;land;false;plains;1
271;201;173;248;land;false;plains;1
272;221;86;253;land;false;urban;1
273;144;249;148;land;false;plains;1
274;206;218;172;land;false;urban;1
275;131;218;190;land;false;urban;1
276;196;62;253;land;false;plains;1
277;192;245;180;land;false;urban;1
278;118;191;251;land;false;urban;1
279;180;130;247;land;false;urban;1
280;128;231;249;land;false;plains;1
281;225;162;169;land;false;hills;1
282;233;120;213;land;false;urban;1
283;248;244;166;land;false;urban;1
284;81;241;220;land;false;mountain;1
285;232;168;160;land;false;urban;1
286;143;209;187;land;false;urban;1
287;206;169;254;land;false;plains;1
288;247;250;239;land;false;urban;1
289;163;189;238;land;false;mountain;1
290;177;243;137;land;false;urban;1
291;239;119;208;land;false;mountain;1
292;210;116;250;land;false;plains;1
293;122;181;249;land;false;urban;1
294;229;125;157;land;false;plains;1
295;189;195;187;land;false;plains;1
296;113;239;244;land;false;mountain;1
297;206;70;241;land;false;urban;1
298;226;206;211;land;false;urban;1
299;210;103;223;land;false;urban;1
300;203;239;182;land;false;plains;1
301;200;254;142;land;false;plains;1
302;210;46;254;land;false;forest;1
303;215;206;83;land;false;urban;1
304;233;153;205;land;false;urban;1
305;171;146;232;land;false;urban;1
306;191;133;197;land;false;forest;1
307;231;223;149;land;true;urban;1
308;177;177;227;land;false;mountain;1
309;127;206;210;land;false;plains;1
310;232;155;243;land;false;urban;1
311;191;227;167;land;false;plains;1
312;234;63;224;land;true;urban;1
313;254;222;87;land;false;plains;1
314;123;235;227;land;false;urban;1
315;188;229;203;land;false;urban;1
316;177;222;251;land;false;urban;1
317;68;215;253;land;false;plains;1
318;182;165;224;land;false;hills;1
319;186;240;151;land;false;plains;1
320;66;251;204;land;false;mountain;1
321;150;239;236;land;false;urban;1
322;90;197;254;land;false;urban;1
323;186;177;234;land;false;mountain;1
324;120;173;230;land;false;urban;1
325;107;216;195;land;false;plains;1
326;221;90;251;land;false;urban;1
